Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
150,Jon Koncak,C,23,ATL,82,19,1684,169,352,0.48,0,1,0,169,351,0.481,0.48,125,191,0.654,153,340,493,31,52,76,92,262,463
151,Larry Krystkowiak,PF,22,SAS,68,2,1004,170,373,0.456,1,12,0.083,169,361,0.468,0.457,110,148,0.743,77,162,239,85,22,12,67,141,451
152,Bill Laimbeer,C,29,DET,82,82,2854,506,1010,0.501,6,21,0.286,500,989,0.506,0.504,245,274,0.894,243,712,955,151,72,69,120,283,1263
153,Jim Lampley,C,26,PHI,1,0,16,1,3,0.333,0,0,,1,3,0.333,0.333,1,2,0.5,1,4,5,0,1,0,1,0,3
154,Allen Leavell,PG,29,HOU,53,11,1175,147,358,0.411,18,57,0.316,129,301,0.429,0.436,100,119,0.84,14,47,61,224,53,10,64,126,412
155,Keith Lee,PF,24,CLE,67,1,870,170,374,0.455,0,1,0,170,373,0.456,0.455,72,101,0.713,93,158,251,69,25,40,85,147,412
156,Fat Lever,PG,26,DEN,82,82,3054,643,1370,0.469,22,92,0.239,621,1278,0.486,0.477,244,312,0.782,216,513,729,654,201,34,167,219,1552
157,Cliff Levingston,PF,26,ATL,82,10,1848,251,496,0.506,0,3,0,251,493,0.509,0.506,155,212,0.731,219,314,533,40,48,68,72,261,657
158,Alton Lister,C,28,SEA,75,75,2288,346,687,0.504,0,1,0,346,686,0.504,0.504,179,265,0.675,223,482,705,110,32,180,169,289,871
159,Lewis Lloyd,SG,27,HOU,32,14,688,165,310,0.532,1,7,0.143,164,303,0.541,0.534,65,86,0.756,13,35,48,90,19,5,52,69,396
160,John Long,SG,30,IND,80,68,2265,490,1170,0.419,19,67,0.284,471,1103,0.427,0.427,219,246,0.89,75,142,217,258,96,8,153,167,1218
161,John Lucas,PG,33,MIL,43,40,1358,285,624,0.457,46,126,0.365,239,498,0.48,0.494,137,174,0.787,29,96,125,290,71,6,89,82,753
162,Maurice Lucas,PF,34,SEA,63,0,1120,175,388,0.451,0,5,0,175,383,0.457,0.451,150,187,0.802,88,219,307,65,34,21,75,171,500
163,Kyle Macy,PG,29,IND,76,0,1250,164,341,0.481,14,46,0.304,150,295,0.508,0.501,34,41,0.829,25,88,113,197,59,7,58,136,376
164,Rick Mahorn,PF,28,DET,63,6,1278,144,322,0.447,0,0,,144,322,0.447,0.447,96,117,0.821,93,282,375,38,32,50,73,221,384
165,Jeff Malone,SG,25,WSB,80,79,2763,689,1509,0.457,4,26,0.154,685,1483,0.462,0.458,376,425,0.885,50,168,218,298,75,13,182,154,1758
166,Karl Malone*,PF,23,UTA,82,82,2857,728,1422,0.512,0,7,0,728,1415,0.514,0.512,323,540,0.598,278,577,855,158,104,60,237,323,1779
167,Moses Malone*,C,31,WSB,73,70,2488,595,1311,0.454,0,11,0,595,1300,0.458,0.454,570,692,0.824,340,484,824,120,59,92,202,139,1760
168,Pace Mannion,SF,26,NJN,23,3,284,31,94,0.33,3,9,0.333,28,85,0.329,0.346,18,31,0.581,10,29,39,45,18,4,23,32,83
169,Bill Martin,SF,24,NYK,8,0,68,9,25,0.36,0,0,,9,25,0.36,0.36,7,8,0.875,2,5,7,0,4,2,7,5,25
170,Fernando Martin,C,24,POR,24,0,146,9,31,0.29,0,1,0,9,30,0.3,0.29,4,11,0.364,8,20,28,9,7,1,20,24,22
171,Maurice Martin,SF,22,DEN,43,0,286,51,135,0.378,3,15,0.2,48,120,0.4,0.389,42,66,0.636,12,29,41,35,13,6,33,48,147
172,Wes Matthews,PG,27,LAL,50,0,532,89,187,0.476,1,3,0.333,88,184,0.478,0.479,29,36,0.806,13,34,47,100,23,4,51,53,208
173,Cedric Maxwell,SF,31,TOT,81,31,1968,253,477,0.53,0,1,0,253,476,0.532,0.53,303,391,0.775,175,260,435,197,39,14,136,178,809
173,Cedric Maxwell,SF,31,LAC,35,31,1132,150,289,0.519,0,0,,150,289,0.519,0.519,177,228,0.776,103,148,251,122,26,9,88,102,477
173,Cedric Maxwell,SF,31,HOU,46,0,836,103,188,0.548,0,1,0,103,187,0.551,0.548,126,163,0.773,72,112,184,75,13,5,48,76,332
174,Tim McCormick,C,24,PHI,81,79,2817,391,718,0.545,0,4,0,391,714,0.548,0.545,251,349,0.719,180,431,611,114,36,64,153,270,1033
175,Rodney McCray,SF,25,HOU,81,81,3136,432,783,0.552,0,9,0,432,774,0.558,0.552,306,393,0.779,190,388,578,434,88,53,208,172,1170
176,Scooter McCray,PF,26,CLE,24,2,279,30,65,0.462,0,0,,30,65,0.462,0.462,20,41,0.488,19,39,58,23,9,4,24,28,80
177,Xavier McDaniel,SF,23,SEA,82,82,3031,806,1583,0.509,3,14,0.214,803,1569,0.512,0.51,275,395,0.696,338,367,705,207,115,52,234,300,1890
178,Ben McDonald,PF,24,GSW,63,34,1284,164,360,0.456,1,8,0.125,163,352,0.463,0.457,24,38,0.632,63,120,183,84,27,8,43,200,353
179,Hank McDowell,PF,27,MIL,7,0,70,8,17,0.471,0,0,,8,17,0.471,0.471,6,7,0.857,9,10,19,2,2,0,3,14,22
180,Mike McGee,SF,27,ATL,76,6,1420,311,677,0.459,86,229,0.376,225,448,0.502,0.523,80,137,0.584,71,88,159,149,61,2,104,156,788
181,Kevin McHale*,PF,29,BOS,77,77,3060,790,1307,0.604,0,4,0,790,1303,0.606,0.604,428,512,0.836,247,516,763,198,38,172,197,240,2008
182,Kevin McKenna,SG,28,NJN,56,3,942,153,337,0.454,52,124,0.419,101,213,0.474,0.531,43,57,0.754,21,56,77,93,54,7,53,141,401
183,Forrest McKenzie,SF,23,SAS,6,0,42,7,28,0.25,1,2,0.5,6,26,0.231,0.268,2,2,1,2,5,7,1,1,0,3,9,17
184,Nate McMillan,PG,22,SEA,71,50,1972,143,301,0.475,0,7,0,143,294,0.486,0.475,87,141,0.617,101,230,331,583,125,45,155,238,373
185,Mark McNamara,C,27,PHI,11,1,113,14,30,0.467,0,0,,14,30,0.467,0.467,7,19,0.368,17,19,36,2,1,0,8,17,35
186,Chris McNealy,PF,25,NYK,59,16,972,88,179,0.492,0,0,,88,179,0.492,0.492,52,80,0.65,74,153,227,46,36,16,64,136,228
187,Cozell McQueen,PF,25,DET,3,0,7,3,3,1,0,0,,3,3,1,1,0,0,,3,5,8,0,0,1,0,1,6
188,Dirk Minniefield,PG,26,TOT,74,52,1600,218,482,0.452,11,39,0.282,207,443,0.467,0.464,62,90,0.689,29,111,140,348,72,7,157,174,509
188,Dirk Minniefield,PG,26,CLE,11,0,122,13,42,0.31,0,5,0,13,37,0.351,0.31,1,4,0.25,1,9,10,13,6,1,12,8,27
188,Dirk Minniefield,PG,26,HOU,63,52,1478,205,440,0.466,11,34,0.324,194,406,0.478,0.478,61,86,0.709,28,102,130,335,66,6,145,166,482
189,Mike Mitchell,SF,31,SAS,40,18,922,208,478,0.435,1,2,0.5,207,476,0.435,0.436,92,112,0.821,38,65,103,38,19,9,51,68,509
190,Paul Mokeski,C,30,MIL,62,3,626,52,129,0.403,0,1,0,52,128,0.406,0.403,46,64,0.719,45,93,138,22,18,13,22,126,150
191,Sidney Moncrief,SG,29,MIL,39,30,992,158,324,0.488,8,31,0.258,150,293,0.512,0.5,136,162,0.84,57,70,127,121,27,10,63,73,460
192,Johnny Moore,PG,28,SAS,55,27,1234,198,448,0.442,22,79,0.278,176,369,0.477,0.467,56,70,0.8,32,68,100,250,83,3,102,97,474
193,Perry Moss,PG,28,GSW,64,0,698,91,207,0.44,1,14,0.071,90,193,0.466,0.442,49,69,0.71,29,66,95,90,42,3,57,96,232
194,Chris Mullin*,SG,23,GSW,82,82,2377,477,928,0.514,19,63,0.302,458,865,0.529,0.524,269,326,0.825,39,142,181,261,98,36,154,217,1242
195,Jay Murphy,PF,24,WSB,21,0,141,31,72,0.431,0,0,,31,72,0.431,0.431,9,16,0.563,17,22,39,5,3,2,6,21,71
196,Pete Myers,SG,23,CHI,29,0,155,19,52,0.365,0,6,0,19,46,0.413,0.365,28,43,0.651,8,9,17,21,14,2,10,25,66
197,Larry Nance,PF,27,PHO,69,67,2569,585,1062,0.551,1,5,0.2,584,1057,0.553,0.551,381,493,0.773,188,411,599,233,86,148,149,223,1552
198,Calvin Natt,PF,30,DEN,1,1,20,4,10,0.4,0,0,,4,10,0.4,0.4,2,2,1,2,3,5,2,1,0,1,2,10
199,Ed Nealy,PF,26,SAS,60,7,980,84,192,0.438,4,31,0.129,80,161,0.497,0.448,51,69,0.739,96,188,284,83,40,11,36,144,223
200,Chuck Nevitt,C,27,DET,41,0,267,31,63,0.492,0,0,,31,63,0.492,0.492,14,24,0.583,36,47,83,4,7,30,21,73,76
201,Johnny Newman,SF,23,CLE,59,0,630,113,275,0.411,1,22,0.045,112,253,0.443,0.413,66,76,0.868,36,34,70,27,20,7,46,67,293
202,Kurt Nimphius,PF,28,TOT,66,11,1088,155,330,0.47,0,4,0,155,326,0.475,0.47,81,120,0.675,80,107,187,25,20,54,63,156,391
202,Kurt Nimphius,PF,28,LAC,38,6,811,119,252,0.472,0,3,0,119,249,0.478,0.472,57,88,0.648,58,75,133,18,16,41,47,118,295
202,Kurt Nimphius,PF,28,DET,28,5,277,36,78,0.462,0,1,0,36,77,0.468,0.462,24,32,0.75,22,32,54,7,4,13,16,38,96
203,Dennis Nutt,PG,23,DAL,25,0,91,16,40,0.4,5,17,0.294,11,23,0.478,0.463,20,22,0.909,1,7,8,16,7,0,10,6,57
204,Mike O'Koren,SF,28,WSB,15,0,123,16,42,0.381,0,2,0,16,40,0.4,0.381,0,2,0,6,8,14,13,2,0,6,10,32
205,Charles Oakley,PF,23,CHI,82,81,2980,468,1052,0.445,11,30,0.367,457,1022,0.447,0.45,245,357,0.686,299,775,1074,296,85,36,299,315,1192
206,Hakeem Olajuwon*,C,24,HOU,75,75,2760,677,1332,0.508,1,5,0.2,676,1327,0.509,0.509,400,570,0.702,315,543,858,220,140,254,228,294,1755
207,Mark Olberding,PF,30,SAC,76,0,1002,69,165,0.418,0,1,0,69,164,0.421,0.418,116,131,0.885,50,135,185,91,18,9,56,144,254
208,Jawann Oldham,C,29,NYK,44,9,776,71,174,0.408,0,1,0,71,173,0.41,0.408,31,57,0.544,51,128,179,19,22,71,48,95,173
209,Louis Orr,SF,28,NYK,65,8,1440,166,389,0.427,1,5,0.2,165,384,0.43,0.428,125,172,0.727,102,130,232,110,47,18,70,123,458
210,Robert Parish*,C,33,BOS,80,80,2995,588,1057,0.556,0,1,0,588,1056,0.557,0.556,227,309,0.735,254,597,851,173,64,144,191,266,1403
211,Jim Paxson,SG,29,POR,72,1,1798,337,733,0.46,26,98,0.265,311,635,0.49,0.477,174,216,0.806,41,98,139,237,76,12,108,134,874
212,John Paxson,PG,26,CHI,82,64,2689,386,793,0.487,52,140,0.371,334,653,0.511,0.52,106,131,0.809,22,117,139,467,66,8,105,207,930
213,Sam Perkins,PF,25,DAL,80,80,2687,461,957,0.482,19,54,0.352,442,903,0.489,0.492,245,296,0.828,197,419,616,146,109,77,132,269,1186
214,Chuck Person,SF,22,IND,82,78,2956,635,1358,0.468,49,138,0.355,586,1220,0.48,0.486,222,297,0.747,168,509,677,295,90,16,211,310,1541
215,Jim Petersen,PF,24,HOU,82,56,2403,386,755,0.511,0,4,0,386,751,0.514,0.511,152,209,0.727,177,380,557,127,43,102,152,268,924
216,Michael Phelps,SG,25,SEA,60,6,469,75,176,0.426,1,10,0.1,74,166,0.446,0.429,31,44,0.705,16,34,50,64,21,2,32,60,182
217,Ricky Pierce,SG,27,MIL,79,31,2505,575,1077,0.534,3,28,0.107,572,1049,0.545,0.535,387,440,0.88,117,149,266,144,64,24,120,222,1540
218,Ed Pinckney,SF,23,PHO,80,65,2250,290,497,0.584,0,2,0,290,495,0.586,0.584,257,348,0.739,179,401,580,116,86,54,135,196,837
219,Dwayne Polee,SG,23,LAC,1,0,6,1,4,0.25,0,3,0,1,1,1,0.25,0,0,,0,0,0,0,1,0,1,3,2
220,Ben Poquette,PF,31,TOT,58,2,604,62,122,0.508,0,4,0,62,118,0.525,0.508,40,50,0.8,30,71,101,35,9,34,21,77,164
220,Ben Poquette,PF,31,CLE,37,1,437,41,82,0.5,0,3,0,41,79,0.519,0.5,31,39,0.795,20,57,77,28,6,22,17,51,113
220,Ben Poquette,PF,31,CHI,21,1,167,21,40,0.525,0,1,0,21,39,0.538,0.525,9,11,0.818,10,14,24,7,3,12,4,26,51
221,Terry Porter,PG,23,POR,80,80,2714,376,770,0.488,13,60,0.217,363,710,0.511,0.497,280,334,0.838,70,267,337,715,159,9,255,192,1045
222,Paul Pressey,SF,28,MIL,61,60,2057,294,616,0.477,16,55,0.291,278,561,0.496,0.49,242,328,0.738,98,198,296,441,110,47,186,213,846
223,Harold Pressley,SF,23,SAC,67,23,913,134,317,0.423,7,28,0.25,127,289,0.439,0.434,35,48,0.729,68,108,176,120,40,21,63,96,310
224,Mark Price,PG,22,CLE,67,0,1217,173,424,0.408,23,70,0.329,150,354,0.424,0.435,95,114,0.833,33,84,117,202,43,4,105,75,464
225,Kurt Rambis,PF,28,LAL,78,10,1514,163,313,0.521,0,0,,163,313,0.521,0.521,120,157,0.764,159,294,453,63,74,41,104,201,446
226,Blair Rasmussen,C,24,DEN,74,23,1421,268,570,0.47,0,0,,268,570,0.47,0.47,169,231,0.732,183,282,465,60,24,58,79,224,705
227,Robert Reid,SG,31,HOU,75,63,2594,420,1006,0.417,53,162,0.327,367,844,0.435,0.444,136,177,0.768,47,242,289,323,75,21,104,232,1029
228,Jerry Reynolds,SF,24,MIL,58,24,963,140,356,0.393,6,18,0.333,134,338,0.396,0.402,118,184,0.641,72,101,173,106,50,30,82,91,404
229,Clint Richardson,SG,30,IND,78,14,1396,218,467,0.467,6,17,0.353,212,450,0.471,0.473,59,74,0.797,51,92,143,241,49,7,85,106,501
230,Doc Rivers,PG,25,ATL,82,82,2590,342,758,0.451,4,21,0.19,338,737,0.459,0.454,365,441,0.828,83,216,299,823,171,30,217,287,1053
231,Fred Roberts,PF,26,BOS,73,11,1079,139,270,0.515,0,3,0,139,267,0.521,0.515,124,153,0.81,54,136,190,62,22,20,89,129,402
232,Alvin Robertson,SG,24,SAS,81,78,2697,589,1264,0.466,13,48,0.271,576,1216,0.474,0.471,244,324,0.753,186,238,424,421,260,35,243,264,1435
233,Cliff Robinson,PF,26,PHI,55,30,1586,338,729,0.464,0,4,0,338,725,0.466,0.464,139,184,0.755,86,221,307,89,86,30,123,150,815
234,Dennis Rodman*,PF,25,DET,77,1,1155,213,391,0.545,0,1,0,213,390,0.546,0.545,74,126,0.587,163,169,332,56,38,48,93,166,500
235,Johnny Rogers,PF,23,SAC,45,15,468,90,185,0.486,0,5,0,90,180,0.5,0.486,9,15,0.6,30,47,77,26,9,8,20,66,189
236,Tree Rollins,C,31,ATL,75,58,1764,171,313,0.546,0,0,,171,313,0.546,0.546,63,87,0.724,155,333,488,22,43,140,61,240,405
237,Dan Roundfield,PF,33,WSB,36,0,669,90,220,0.409,1,5,0.2,89,215,0.414,0.411,57,72,0.792,64,106,170,39,11,16,49,77,238
238,Ron Rowan,SG,24,POR,7,0,16,4,9,0.444,1,1,1,3,8,0.375,0.5,3,4,0.75,1,0,1,1,4,0,3,1,12
239,Jeff Ruland,PF,28,PHI,5,2,116,19,28,0.679,0,0,,19,28,0.679,0.679,9,12,0.75,12,16,28,10,0,4,10,13,47
240,Walker Russell,PG,26,IND,48,0,511,64,165,0.388,2,16,0.125,62,149,0.416,0.394,27,37,0.73,18,37,55,129,20,5,60,62,157
241,John Salley,C,22,DET,82,2,1463,163,290,0.562,0,1,0,163,289,0.564,0.562,105,171,0.614,108,188,296,54,44,125,74,256,431
242,Ralph Sampson*,PF,26,HOU,43,32,1326,277,566,0.489,0,3,0,277,563,0.492,0.489,118,189,0.624,88,284,372,120,40,58,126,169,672
243,Mike Sanders,SF,26,PHO,82,4,1655,357,722,0.494,2,17,0.118,355,705,0.504,0.496,143,183,0.781,101,170,271,126,61,23,105,210,859
244,Danny Schayes,C,27,DEN,76,41,1556,210,405,0.519,0,0,,210,405,0.519,0.519,229,294,0.779,120,260,380,85,20,74,95,266,649
245,Russ Schoene,PF,26,SEA,63,0,579,71,190,0.374,2,13,0.154,69,177,0.39,0.379,29,46,0.63,52,65,117,27,20,11,42,94,173
246,Detlef Schrempf,SF,24,DAL,81,5,1711,265,561,0.472,33,69,0.478,232,492,0.472,0.502,193,260,0.742,87,216,303,161,50,16,110,224,756
247,John Schweitz,SG,26,DET,3,0,7,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,2,2,0
248,Byron Scott,SG,25,LAL,82,82,2729,554,1134,0.489,65,149,0.436,489,985,0.496,0.517,224,251,0.892,63,223,286,281,125,18,144,163,1397
249,Carey Scurry,SF,24,UTA,69,5,753,123,247,0.498,4,13,0.308,119,234,0.509,0.506,94,134,0.701,97,101,198,57,55,54,56,124,344
250,Brad Sellers,PF,24,CHI,80,17,1751,276,606,0.455,2,10,0.2,274,596,0.46,0.457,126,173,0.728,155,218,373,102,44,68,84,194,680
251,Purvis Short,SF,29,GSW,34,15,950,240,501,0.479,4,17,0.235,236,484,0.488,0.483,137,160,0.856,55,82,137,86,45,7,68,103,621
252,Jerry Sichting,PG,30,BOS,78,15,1566,202,398,0.508,7,26,0.269,195,372,0.524,0.516,37,42,0.881,22,69,91,187,40,1,61,124,448
253,Jack Sikma,C,31,MIL,82,82,2536,390,842,0.463,0,2,0,390,840,0.464,0.463,265,313,0.847,208,614,822,203,88,90,160,328,1045
254,McKinley Singleton,PG,25,NYK,2,0,10,2,3,0.667,0,1,0,2,2,1,0.667,0,0,,0,0,0,1,0,0,0,1,4
255,Scott Skiles,PG,22,MIL,13,0,205,18,62,0.29,3,14,0.214,15,48,0.313,0.315,10,12,0.833,6,20,26,45,5,1,21,18,49
256,Clinton Smith,SG,23,GSW,41,0,341,50,117,0.427,0,2,0,50,115,0.435,0.427,27,36,0.75,26,30,56,45,13,1,26,36,127
257,Derek Smith,SG,25,SAC,52,42,1658,338,757,0.446,9,33,0.273,329,724,0.454,0.452,178,228,0.781,60,122,182,204,46,23,126,184,863
258,Keith Smith,SG,22,MIL,42,4,461,57,150,0.38,3,9,0.333,54,141,0.383,0.39,21,28,0.75,13,19,32,43,25,3,30,74,138
259,Larry Smith,PF,29,GSW,80,78,2374,297,544,0.546,0,1,0,297,543,0.547,0.546,113,197,0.574,366,551,917,95,71,56,135,295,707
260,Otis Smith,SG,23,DEN,28,0,168,33,79,0.418,0,2,0,33,77,0.429,0.418,12,21,0.571,17,17,34,22,1,1,19,30,78
261,Mike Smrek,C,24,LAL,35,3,233,30,60,0.5,0,0,,30,60,0.5,0.5,16,25,0.64,13,24,37,5,4,13,19,70,76
262,Rory Sparrow,PG,28,NYK,80,30,1951,263,590,0.446,11,42,0.262,252,548,0.46,0.455,71,89,0.798,29,86,115,432,67,6,140,160,608
263,Terence Stansbury,SG,25,SEA,44,0,375,67,156,0.429,11,29,0.379,56,127,0.441,0.465,31,50,0.62,8,16,24,57,13,0,29,78,176
264,Brook Steppe,SG,27,SAC,34,7,665,95,199,0.477,3,9,0.333,92,190,0.484,0.485,73,88,0.83,21,40,61,81,18,3,54,56,266
265,Steve Stipanovich,C,26,IND,81,81,2761,382,760,0.503,1,4,0.25,381,756,0.504,0.503,307,367,0.837,184,486,670,180,106,97,130,304,1072
266,John Stockton*,PG,24,UTA,82,2,1858,231,463,0.499,7,39,0.179,224,424,0.528,0.506,179,229,0.782,32,119,151,670,177,14,164,224,648
267,Jon Sundvold,PG,25,SAS,76,42,1765,365,751,0.486,50,149,0.336,315,602,0.523,0.519,70,84,0.833,20,78,98,315,35,0,97,109,850
268,Roy Tarpley,PF,22,DAL,75,1,1405,233,499,0.467,1,3,0.333,232,496,0.468,0.468,94,139,0.676,180,353,533,52,56,79,101,232,561
269,Jeff Taylor,SG,27,DET,12,0,44,6,10,0.6,0,0,,6,10,0.6,0.6,9,10,0.9,1,3,4,3,2,1,8,4,21
270,Terry Teagle,SG,26,GSW,82,0,1650,370,808,0.458,0,10,0,370,798,0.464,0.458,182,234,0.778,68,107,175,105,68,13,117,190,922
271,Reggie Theus,PG,29,SAC,79,76,2872,577,1223,0.472,17,78,0.218,560,1145,0.489,0.479,429,495,0.867,86,180,266,692,78,16,289,208,1600
272,David Thirdkill,SF,26,BOS,17,0,89,10,24,0.417,0,1,0,10,23,0.435,0.417,5,16,0.313,5,14,19,2,2,0,5,12,25
273,Isiah Thomas*,PG,25,DET,81,81,3013,626,1353,0.463,19,98,0.194,607,1255,0.484,0.47,400,521,0.768,82,237,319,813,153,20,343,251,1671
274,Bernard Thompson,SF,24,PHO,24,2,331,42,105,0.4,0,3,0,42,102,0.412,0.4,27,33,0.818,20,11,31,18,11,5,16,53,111
275,Billy Thompson,SF,23,LAL,59,0,762,142,261,0.544,0,1,0,142,260,0.546,0.544,48,74,0.649,69,102,171,60,15,30,61,148,332
276,LaSalle Thompson,C,25,SAC,82,53,2166,362,752,0.481,0,5,0,362,747,0.485,0.481,188,255,0.737,237,450,687,122,69,126,143,290,912
277,Mychal Thompson,PF,32,TOT,82,7,1890,359,797,0.45,1,2,0.5,358,795,0.45,0.451,219,297,0.737,138,274,412,115,45,71,134,202,938
277,Mychal Thompson,PF,32,SAS,49,6,1210,230,528,0.436,1,1,1,229,527,0.435,0.437,144,196,0.735,91,185,276,87,31,41,77,117,605
277,Mychal Thompson,PF,32,LAL,33,1,680,129,269,0.48,0,1,0,129,268,0.481,0.48,75,101,0.743,47,89,136,28,14,30,57,85,333
278,Bob Thornton,PF,24,NYK,33,4,282,29,67,0.433,0,1,0,29,66,0.439,0.433,13,20,0.65,18,38,56,8,4,3,24,48,71
279,Otis Thorpe,PF,24,SAC,82,82,2956,567,1050,0.54,0,3,0,567,1047,0.542,0.54,413,543,0.761,259,560,819,201,46,60,189,292,1547
280,Sedale Threatt,PG,25,TOT,68,8,1446,239,534,0.448,7,32,0.219,232,502,0.462,0.454,95,119,0.798,26,82,108,259,74,13,89,164,580
280,Sedale Threatt,PG,25,PHI,28,8,668,108,261,0.414,7,16,0.438,101,245,0.412,0.427,42,53,0.792,18,39,57,82,32,4,47,76,265
280,Sedale Threatt,PG,25,CHI,40,0,778,131,273,0.48,0,16,0,131,257,0.51,0.48,53,66,0.803,8,43,51,177,42,9,42,88,315
281,Wayman Tisdale,PF,22,IND,81,15,2159,458,892,0.513,0,2,0,458,890,0.515,0.513,258,364,0.709,217,258,475,117,50,26,139,293,1174
282,Andrew Toney,SG,29,PHI,52,12,1058,197,437,0.451,22,67,0.328,175,370,0.473,0.476,133,167,0.796,16,69,85,188,18,8,112,78,549
283,Kelly Tripucka,SF,27,UTA,79,76,1865,291,621,0.469,19,52,0.365,272,569,0.478,0.484,197,226,0.872,54,188,242,243,85,11,167,147,798
284,Trent Tucker,SG,27,NYK,70,15,1691,325,691,0.47,68,161,0.422,257,530,0.485,0.52,77,101,0.762,49,86,135,166,116,13,78,169,795
285,Andre Turner,PG,22,BOS,3,0,18,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,,1,1,2,1,0,0,5,1,4
286,Elston Turner,SF,27,CHI,70,4,936,112,252,0.444,1,8,0.125,111,244,0.455,0.446,23,31,0.742,34,81,115,102,30,4,31,97,248
287,Jeff Turner,PF,24,NJN,76,22,1003,151,325,0.465,0,1,0,151,324,0.466,0.465,76,104,0.731,80,117,197,60,33,13,81,200,378
288,Melvin Turpin,C,26,CLE,64,1,801,169,366,0.462,0,0,,169,366,0.462,0.462,55,77,0.714,62,128,190,33,11,40,63,90,393
289,Terry Tyler,SF,30,SAC,82,48,1930,329,664,0.495,1,3,0.333,328,661,0.496,0.496,101,140,0.721,116,212,328,73,55,78,78,151,760
290,Darnell Valentine,PG,27,LAC,65,52,1759,275,671,0.41,13,56,0.232,262,615,0.426,0.42,163,200,0.815,38,112,150,447,116,10,167,148,726
291,Kiki Vandeweghe,SF,28,POR,79,79,3029,808,1545,0.523,39,81,0.481,769,1464,0.525,0.536,467,527,0.886,86,165,251,220,52,17,139,137,2122
292,Nick Vanos,C,23,PHO,57,14,640,65,158,0.411,0,2,0,65,156,0.417,0.411,38,59,0.644,67,113,180,43,19,23,48,94,168
293,Pete Verhoeven,PF,27,IND,5,0,44,5,14,0.357,0,0,,5,14,0.357,0.357,0,0,,2,5,7,2,2,1,0,11,10
294,Jay Vincent,SF,27,WSB,51,17,1386,274,613,0.447,0,3,0,274,610,0.449,0.447,130,169,0.769,69,141,210,85,40,17,77,127,678
295,Sam Vincent,PG,23,BOS,46,5,374,60,136,0.441,0,0,,60,136,0.441,0.441,51,55,0.927,5,22,27,59,13,1,33,33,171
296,Danny Vranes,SF,28,PHI,58,6,817,59,138,0.428,1,5,0.2,58,133,0.436,0.431,21,45,0.467,51,95,146,30,35,25,26,127,140
297,Granville Waiters,C,26,CHI,44,26,534,40,93,0.43,0,1,0,40,92,0.435,0.43,5,9,0.556,38,49,87,22,10,31,16,83,85
298,Darrell Walker,PG,25,DEN,81,25,2020,358,742,0.482,0,4,0,358,738,0.485,0.482,272,365,0.745,157,170,327,282,120,37,187,229,988
299,Kenny Walker,SF,22,NYK,68,64,1719,285,581,0.491,0,4,0,285,577,0.494,0.491,140,185,0.757,118,220,338,75,49,49,75,236,710
300,Bill Walton*,C,34,BOS,10,0,112,10,26,0.385,0,0,,10,26,0.385,0.385,8,15,0.533,11,20,31,9,1,10,15,23,28
301,Chris Washburn,C,21,GSW,35,2,385,57,145,0.393,0,1,0,57,144,0.396,0.393,18,51,0.353,36,65,101,16,6,8,39,51,132
302,Pearl Washington,PG,23,NJN,72,61,1600,257,538,0.478,4,24,0.167,253,514,0.492,0.481,98,125,0.784,37,92,129,301,92,7,175,184,616
303,Spud Webb,PG,23,ATL,33,0,532,71,162,0.438,1,6,0.167,70,156,0.449,0.441,80,105,0.762,6,54,60,167,34,2,70,65,223
304,Marvin Webster,C,34,MIL,15,0,102,10,19,0.526,1,1,1,9,18,0.5,0.553,6,8,0.75,12,14,26,3,3,7,8,17,27
305,Scott Wedman,SF,34,BOS,6,2,78,9,27,0.333,1,2,0.5,8,25,0.32,0.352,1,2,0.5,3,6,9,6,2,2,3,6,20
306,Bill Wennington,C,23,DAL,58,0,560,56,132,0.424,0,2,0,56,130,0.431,0.424,45,60,0.75,53,76,129,24,13,10,39,95,157
307,Mark West,C,26,CLE,78,13,1333,209,385,0.543,0,2,0,209,383,0.546,0.543,89,173,0.514,126,213,339,41,22,81,106,229,507
308,Ennis Whatley,PG,24,WSB,73,72,1816,246,515,0.478,0,2,0,246,513,0.48,0.478,126,165,0.764,58,136,194,392,92,10,138,172,618
309,Rory White,SF,27,LAC,68,35,1545,265,552,0.48,0,3,0,265,549,0.483,0.48,94,144,0.653,90,104,194,79,47,19,73,159,624
310,Jerome Whitehead,C,30,GSW,73,1,937,147,327,0.45,0,1,0,147,326,0.451,0.45,79,113,0.699,110,152,262,24,16,12,50,175,373
311,Mitchell Wiggins,SG,27,HOU,32,19,788,153,350,0.437,0,5,0,153,345,0.443,0.437,49,65,0.754,74,59,133,76,44,3,50,82,355
312,Dominique Wilkins*,SF,27,ATL,79,79,2969,828,1787,0.463,31,106,0.292,797,1681,0.474,0.472,607,742,0.818,210,284,494,261,117,51,215,149,2294
313,Eddie Lee Wilkins,PF,24,NYK,24,10,454,56,127,0.441,0,1,0,56,126,0.444,0.441,27,58,0.466,45,62,107,6,9,2,28,67,139
